amount,hour_of_day,Class,is_weekend,time_since_last_tx,geo_velocity,tx_count_10m,amount_z_score
46.92680899768591,6,0,0,6803.026411408916,10.50014807154064,2,-0.44194789812872787
301.0121430917521,19,0,0,1836.010954707592,1.8661959444316132,3,1.4567693116315181
131.67456935454493,14,0,0,17807.44447439479,0.11803856090367701,0,0.19135127142756503
456.4712768879766,10,1,0,39.207369182329344,111.72813035790034,6,2.618477183538973
16.962487046234628,7,0,0,5594.960267833787,17.67873954209462,0,-0.6658639063897727
16.959629191460518,20,0,1,2047.9406964285845,0.41199465465810914,2,-0.6658852624356143
5.983876860868068,6,0,1,2044.563458391848,1.686462155393229,1,-0.7479043601315356
201.12308644799396,18,0,0,671.3668575747967,3.1697065475670727,0,0.7103229589034057
91.90821536272644,22,0,0,2604.091791612121,8.873925079717074,3,-0.10581291147537546
123.12500617045905,10,0,0,318.6849864216197,1.5659919636042596,1,0.12746248850573494
2.0799307999138623,10,0,0,3451.020938824595,2.1055740301584294,2,-0.7770775888750933
350.3557475158312,23,0,0,995.5142055411603,2.4265608413507107,5,1.8255019315036887
178.6429543354675,20,0,0,4645.685222269993,2.3872292761689113,1,0.5423344605828536
23.8687625248947,3,0,0,3365.517543326788,1.1178760314308478,1,-0.6142550083263276
20.067898874966335,7,0,0,4939.260505960666,12.364843851228697,4,-0.6426579275652609
20.261142283225706,23,0,0,4986.947426087024,7.873016247649619,2,-0.6412138671032785
36.27537294604771,2,0,0,788.5378653965864,18.57463474280838,1,-0.5215434600371492
74.39278308608544,21,0,0,2.429845988329397,2.318070377282532,2,-0.2367014289831831
56.55370667803366,20,0,0,1639.1873986370726,0.2317659960606215,3,-0.3700084594852121
34.42229925539415,1,0,0,9050.979620242464,0.6136699647348222,2,-0.535391023966578
94.63708738997988,23,0,1,3105.0416459926378,2.2118148707414,1,-0.0854207219778847
15.023452872733866,11,0,1,4680.446489991825,12.099197082871143,2,-0.6803538318656607
34.551551200240226,5,0,0,7620.081877321593,19.838929861136258,1,-0.5344251559720743
45.6277218220847,1,0,0,8514.289243527748,8.629777355586777,1,-0.45165565708336186
60.893468785977504,20,0,0,2710.622156179589,1.3618362070722854,2,-0.3375784846108346
153.7936011030912,0,0,0,2802.8840407884286,5.389630135965286,3,0.3566413555402114
22.273586212869027,11,0,0,6852.23494462892,4.539223486314109,2,-0.6261753685747619
72.20291550331277,21,0,0,5931.300482227213,8.665161559311475,1,-0.2530657708344417
89.75047213097605,11,0,0,4320.631284420939,3.5641924616034544,0,-0.1219371959523827
4.756384975640855,16,0,0,3339.051175750083,1.9145802967699685,1,-0.7570771050899641
93.533302064961,9,0,0,3457.015463173224,0.09732923535904241,2,-0.0936690382373279
18.696125197741644,15,0,0,1623.0472440433364,7.924365421006621,3,-0.6529088548693859
6.726393087930424,14,0,0,6618.002034897176,3.7777554173715675,1,-0.7423557189875033
297.3687793506931,14,0,0,3462.3293340351124,3.8198591179714354,0,1.4295433504746884
337.06303424611724,18,0,0,910.78119519527,15.740028824517644,1,1.7261687545629434
165.23315728128767,11,0,0,987.2303561034596,3.3298732302376255,3,0.4421263453173843
36.32878599687583,22,0,1,7119.4644426736695,1.897534772048627,0,-0.5211443174451741
10.277731500250624,19,0,1,3537.7841649717793,2.0763498517956798,0,-0.7158174404788403
115.27507630986618,2,0,1,1831.2054004707227,0.059082175592646086,1,0.06880189333655233
58.00908425853984,4,0,0,745.7332039692124,0.6525428793015696,1,-0.3591327807741249
13.015223395444863,18,0,0,3391.784894885994,0.2239867376013879,2,-0.6953608368282722
68.35472281341501,6,0,1,733.3969105696455,1.3936787624222948,2,-0.2818223683485565
3.4993721443479084,20,0,0,2286.6965112573585,0.3341848941592348,1,-0.7664704528177073
240.04228873930236,8,0,0,4074.06530733736,2.010725125919629,1,1.0011565855041842
29.94577768406861,6,0,1,3000.11301232141,0.6741155053002206,1,-0.5688429686750124
108.62557985649804,17,0,0,9188.3809585084,12.500246350230258,1,0.019111841774679582
37.354658165762366,3,0,0,145.9138390009618,13.934161263917805,1,-0.5134782270388785
73.41108959092286,13,0,0,1181.5891664255337,4.62484708607623,1,-0.2440373830264213
79.12237979817975,17,0,0,211.60910224055718,8.186300738427684,2,-0.20135831599125284
20.438859950790576,8,0,0,779.117337554188,5.653786535719246,1,-0.6398858266829726
349.28071327362267,20,0,0,476.5325947894643,8.332922830470002,1,1.8174684650147996
149.22453771381407,1,0,0,4749.2643902981445,5.105579216784605,2,0.3224978685867527
280.50944192915824,19,0,0,1659.7633698456434,2.8122937546143367,0,1.303557668453497
225.21519975341965,14,0,1,9327.087440777495,10.34763258246743,0,0.8903573962140237
91.1054412383275,6,0,0,85.159135812365,2.8818578350306283,2,-0.11181184506586037
254.9435379269405,11,0,0,3809.5633285472086,2.5226647325547047,2,1.1125099557424674
9.265545895311565,7,0,1,12689.585362894164,4.895928251190288,1,-0.7233812545589473
21.813469463126744,14,0,1,696.2005434206416,13.897607563111068,1,-0.629613707880529
4.628196568683196,2,0,0,2103.0164028353606,2.9187994876564933,0,-0.7580350255274032
